Comunidades y Ciudades Autónomas;Periodo;Total
14 Murcia, Región de;1962M01;806
14 Murcia, Región de;1961M12;673
14 Murcia, Región de;1961M11;623
14 Murcia, Región de;1961M10;423
14 Murcia, Región de;1961M09;458
14 Murcia, Región de;1961M08;396
14 Murcia, Región de;1961M07;456
14 Murcia, Región de;1961M06;447
14 Murcia, Región de;1961M05;553
14 Murcia, Región de;1961M04;557
14 Murcia, Región de;1961M03;585
14 Murcia, Región de;1961M02;610
14 Murcia, Región de;1961M01;721
14 Murcia, Región de;1960M12;688
14 Murcia, Región de;1960M11;511
14 Murcia, Región de;1960M10;501
14 Murcia, Región de;1960M09;410
14 Murcia, Región de;1960M08;451
14 Murcia, Región de;1960M07;450
14 Murcia, Región de;1960M06;463
14 Murcia, Región de;1960M05;495
14 Murcia, Región de;1960M04;520
14 Murcia, Región de;1960M03;592
14 Murcia, Región de;1960M02;764
14 Murcia, Región de;1960M01;793
14 Murcia, Región de;1959M12;644
14 Murcia, Región de;1959M11;513
14 Murcia, Región de;1959M10;462
14 Murcia, Región de;1959M09;397
14 Murcia, Región de;1959M08;435
14 Murcia, Región de;1959M07;469
14 Murcia, Región de;1959M06;522
14 Murcia, Región de;1959M05;558
14 Murcia, Región de;1959M04;538
14 Murcia, Región de;1959M03;653
14 Murcia, Región de;1959M02;668
14 Murcia, Región de;1959M01;639
14 Murcia, Región de;1958M12;544
14 Murcia, Región de;1958M11;521
14 Murcia, Región de;1958M10;441
14 Murcia, Región de;1958M09;448
14 Murcia, Región de;1958M08;414
14 Murcia, Región de;1958M07;463
14 Murcia, Región de;1958M06;460
14 Murcia, Región de;1958M05;512
14 Murcia, Región de;1958M04;597
14 Murcia, Región de;1958M03;631
14 Murcia, Región de;1958M02;607
14 Murcia, Región de;1958M01;772
14 Murcia, Región de;1957M12;738
14 Murcia, Región de;1957M11;877
14 Murcia, Región de;1957M10;650
14 Murcia, Región de;1957M09;381
14 Murcia, Región de;1957M08;442
14 Murcia, Región de;1957M07;500
14 Murcia, Región de;1957M06;447
14 Murcia, Región de;1957M05;469
14 Murcia, Región de;1957M04;547
14 Murcia, Región de;1957M03;629
14 Murcia, Región de;1957M02;672
14 Murcia, Región de;1957M01;790
14 Murcia, Región de;1956M12;709
14 Murcia, Región de;1956M11;542
14 Murcia, Región de;1956M10;486
14 Murcia, Región de;1956M09;416
14 Murcia, Región de;1956M08;429
14 Murcia, Región de;1956M07;492
14 Murcia, Región de;1956M06;442
14 Murcia, Región de;1956M05;566
14 Murcia, Región de;1956M04;592
14 Murcia, Región de;1956M03;741
14 Murcia, Región de;1956M02;844
14 Murcia, Región de;1956M01;731
14 Murcia, Región de;1955M12;664
14 Murcia, Región de;1955M11;548
14 Murcia, Región de;1955M10;538
14 Murcia, Región de;1955M09;448
14 Murcia, Región de;1955M08;453
14 Murcia, Región de;1955M07;499
14 Murcia, Región de;1955M06;498
14 Murcia, Región de;1955M05;534
14 Murcia, Región de;1955M04;610
14 Murcia, Región de;1955M03;739
14 Murcia, Región de;1955M02;535
14 Murcia, Región de;1955M01;681
14 Murcia, Región de;1954M12;679
14 Murcia, Región de;1954M11;549
14 Murcia, Región de;1954M10;485
14 Murcia, Región de;1954M09;433
14 Murcia, Región de;1954M08;421
14 Murcia, Región de;1954M07;452
14 Murcia, Región de;1954M06;489
14 Murcia, Región de;1954M05;473
14 Murcia, Región de;1954M04;539
14 Murcia, Región de;1954M03;614
14 Murcia, Región de;1954M02;644
14 Murcia, Región de;1954M01;791
14 Murcia, Región de;1953M12;491
14 Murcia, Región de;1953M11;514
14 Murcia, Región de;1953M10;472
14 Murcia, Región de;1953M09;482
14 Murcia, Región de;1953M08;481
14 Murcia, Región de;1953M07;465
14 Murcia, Región de;1953M06;464
14 Murcia, Región de;1953M05;499
14 Murcia, Región de;1953M04;584
14 Murcia, Región de;1953M03;708
14 Murcia, Región de;1953M02;656
14 Murcia, Región de;1953M01;733
14 Murcia, Región de;1952M12;561
14 Murcia, Región de;1952M11;471
14 Murcia, Región de;1952M10;497
14 Murcia, Región de;1952M09;452
14 Murcia, Región de;1952M08;505
14 Murcia, Región de;1952M07;496
14 Murcia, Región de;1952M06;612
14 Murcia, Región de;1952M05;612
14 Murcia, Región de;1952M04;598
14 Murcia, Región de;1952M03;822
14 Murcia, Región de;1952M02;663
14 Murcia, Región de;1952M01;701
14 Murcia, Región de;1951M12;626
14 Murcia, Región de;1951M11;549
14 Murcia, Región de;1951M10;498
14 Murcia, Región de;1951M09;431
14 Murcia, Región de;1951M08;476
14 Murcia, Región de;1951M07;539
14 Murcia, Región de;1951M06;509
14 Murcia, Región de;1951M05;583
14 Murcia, Región de;1951M04;597
14 Murcia, Región de;1951M03;786
14 Murcia, Región de;1951M02;1324
14 Murcia, Región de;1951M01;1183
14 Murcia, Región de;1950M12;734
14 Murcia, Región de;1950M11;584
14 Murcia, Región de;1950M10;590
14 Murcia, Región de;1950M09;554
14 Murcia, Región de;1950M08;557
14 Murcia, Región de;1950M07;590
14 Murcia, Región de;1950M06;606
14 Murcia, Región de;1950M05;578
14 Murcia, Región de;1950M04;664
14 Murcia, Región de;1950M03;722
14 Murcia, Región de;1950M02;687
14 Murcia, Región de;1950M01;869
14 Murcia, Región de;1949M12;720
14 Murcia, Región de;1949M11;644
14 Murcia, Región de;1949M10;580
14 Murcia, Región de;1949M09;510
14 Murcia, Región de;1949M08;596
14 Murcia, Región de;1949M07;568
14 Murcia, Región de;1949M06;589
14 Murcia, Región de;1949M05;589
14 Murcia, Región de;1949M04;613
14 Murcia, Región de;1949M03;749
14 Murcia, Región de;1949M02;721
14 Murcia, Región de;1949M01;773
14 Murcia, Región de;1948M12;679
14 Murcia, Región de;1948M11;627
14 Murcia, Región de;1948M10;570
14 Murcia, Región de;1948M09;550
14 Murcia, Región de;1948M08;564
14 Murcia, Región de;1948M07;604
14 Murcia, Región de;1948M06;511
14 Murcia, Región de;1948M05;606
14 Murcia, Región de;1948M04;569
14 Murcia, Región de;1948M03;657
14 Murcia, Región de;1948M02;642
14 Murcia, Región de;1948M01;770
14 Murcia, Región de;1947M12;745
14 Murcia, Región de;1947M11;622
14 Murcia, Región de;1947M10;560
14 Murcia, Región de;1947M09;510
14 Murcia, Región de;1947M08;558
14 Murcia, Región de;1947M07;555
14 Murcia, Región de;1947M06;607
14 Murcia, Región de;1947M05;575
14 Murcia, Región de;1947M04;605
14 Murcia, Región de;1947M03;755
14 Murcia, Región de;1947M02;883
14 Murcia, Región de;1947M01;956
14 Murcia, Región de;1946M12;825
14 Murcia, Región de;1946M11;634
14 Murcia, Región de;1946M10;920
14 Murcia, Región de;1946M09;539
14 Murcia, Región de;1946M08;681
14 Murcia, Región de;1946M07;676
14 Murcia, Región de;1946M06;659
14 Murcia, Región de;1946M05;711
14 Murcia, Región de;1946M04;563
14 Murcia, Región de;1946M03;683
14 Murcia, Región de;1946M02;647
14 Murcia, Región de;1946M01;808
14 Murcia, Región de;1945M12;667
14 Murcia, Región de;1945M11;596
14 Murcia, Región de;1945M10;561
14 Murcia, Región de;1945M09;582
14 Murcia, Región de;1945M08;609
14 Murcia, Región de;1945M07;581
14 Murcia, Región de;1945M06;605
14 Murcia, Región de;1945M05;621
14 Murcia, Región de;1945M04;625
14 Murcia, Región de;1945M03;677
14 Murcia, Región de;1945M02;704
14 Murcia, Región de;1945M01;1042
14 Murcia, Región de;1944M12;831
14 Murcia, Región de;1944M11;729
14 Murcia, Región de;1944M10;643
14 Murcia, Región de;1944M09;623
14 Murcia, Región de;1944M08;648
14 Murcia, Región de;1944M07;727
14 Murcia, Región de;1944M06;749
14 Murcia, Región de;1944M05;827
14 Murcia, Región de;1944M04;668
14 Murcia, Región de;1944M03;788
14 Murcia, Región de;1944M02;872
14 Murcia, Región de;1944M01;1238
14 Murcia, Región de;1943M12;902
14 Murcia, Región de;1943M11;760
14 Murcia, Región de;1943M10;751
14 Murcia, Región de;1943M09;686
14 Murcia, Región de;1943M08;783
14 Murcia, Región de;1943M07;835
14 Murcia, Región de;1943M06;705
14 Murcia, Región de;1943M05;677
14 Murcia, Región de;1943M04;621
14 Murcia, Región de;1943M03;836
14 Murcia, Región de;1943M02;709
14 Murcia, Región de;1943M01;865
14 Murcia, Región de;1942M12;782
14 Murcia, Región de;1942M11;765
14 Murcia, Región de;1942M10;777
14 Murcia, Región de;1942M09;796
14 Murcia, Región de;1942M08;865
14 Murcia, Región de;1942M07;837
14 Murcia, Región de;1942M06;772
14 Murcia, Región de;1942M05;774
14 Murcia, Región de;1942M04;831
14 Murcia, Región de;1942M03;1096
14 Murcia, Región de;1942M02;103
14 Murcia, Región de;1942M01;1047
14 Murcia, Región de;1941M12;1112
14 Murcia, Región de;1941M11;1076
14 Murcia, Región de;1941M10;1001
14 Murcia, Región de;1941M09;920
14 Murcia, Región de;1941M08;969
14 Murcia, Región de;1941M07;11
14 Murcia, Región de;1941M06;1052
14 Murcia, Región de;1941M05;1023
14 Murcia, Región de;1941M04;109
14 Murcia, Región de;1941M03;1127
14 Murcia, Región de;1941M02;1039
14 Murcia, Región de;1941M01;1271
15 Navarra, Comunidad Foral de;1974M12;490
15 Navarra, Comunidad Foral de;1974M11;337
15 Navarra, Comunidad Foral de;1974M10;347
15 Navarra, Comunidad Foral de;1974M09;316
15 Navarra, Comunidad Foral de;1974M08;302
15 Navarra, Comunidad Foral de;1974M07;314
15 Navarra, Comunidad Foral de;1974M06;310
15 Navarra, Comunidad Foral de;1974M05;359
15 Navarra, Comunidad Foral de;1974M04;341
15 Navarra, Comunidad Foral de;1974M03;383
15 Navarra, Comunidad Foral de;1974M02;356
15 Navarra, Comunidad Foral de;1974M01;408
15 Navarra, Comunidad Foral de;1973M12;376
15 Navarra, Comunidad Foral de;1973M11;344
15 Navarra, Comunidad Foral de;1973M10;328
15 Navarra, Comunidad Foral de;1973M09;258
15 Navarra, Comunidad Foral de;1973M08;380
15 Navarra, Comunidad Foral de;1973M07;302
15 Navarra, Comunidad Foral de;1973M06;298
15 Navarra, Comunidad Foral de;1973M05;306
15 Navarra, Comunidad Foral de;1973M04;323
15 Navarra, Comunidad Foral de;1973M03;377
15 Navarra, Comunidad Foral de;1973M02;419
15 Navarra, Comunidad Foral de;1973M01;582
15 Navarra, Comunidad Foral de;1972M12;359
15 Navarra, Comunidad Foral de;1972M11;334
15 Navarra, Comunidad Foral de;1972M10;327
15 Navarra, Comunidad Foral de;1972M09;309
15 Navarra, Comunidad Foral de;1972M08;271
15 Navarra, Comunidad Foral de;1972M07;318
15 Navarra, Comunidad Foral de;1972M06;302
15 Navarra, Comunidad Foral de;1972M05;327
15 Navarra, Comunidad Foral de;1972M04;297
15 Navarra, Comunidad Foral de;1972M03;333
15 Navarra, Comunidad Foral de;1972M02;373
15 Navarra, Comunidad Foral de;1972M01;405
15 Navarra, Comunidad Foral de;1971M12;490
15 Navarra, Comunidad Foral de;1971M11;400
15 Navarra, Comunidad Foral de;1971M10;328
15 Navarra, Comunidad Foral de;1971M09;298
15 Navarra, Comunidad Foral de;1971M08;307
15 Navarra, Comunidad Foral de;1971M07;301
15 Navarra, Comunidad Foral de;1971M06;306
15 Navarra, Comunidad Foral de;1971M05;295
15 Navarra, Comunidad Foral de;1971M04;398
15 Navarra, Comunidad Foral de;1971M03;387
15 Navarra, Comunidad Foral de;1971M02;376
15 Navarra, Comunidad Foral de;1971M01;471
15 Navarra, Comunidad Foral de;1970M12;361
15 Navarra, Comunidad Foral de;1970M11;343
15 Navarra, Comunidad Foral de;1970M10;327
15 Navarra, Comunidad Foral de;1970M09;288
15 Navarra, Comunidad Foral de;1970M08;312
15 Navarra, Comunidad Foral de;1970M07;279
15 Navarra, Comunidad Foral de;1970M06;300
15 Navarra, Comunidad Foral de;1970M05;339
15 Navarra, Comunidad Foral de;1970M04;283
15 Navarra, Comunidad Foral de;1970M03;386
15 Navarra, Comunidad Foral de;1970M02;346
15 Navarra, Comunidad Foral de;1970M01;458
15 Navarra, Comunidad Foral de;1969M12;477
15 Navarra, Comunidad Foral de;1969M11;440
15 Navarra, Comunidad Foral de;1969M10;359
15 Navarra, Comunidad Foral de;1969M09;309
15 Navarra, Comunidad Foral de;1969M08;665
15 Navarra, Comunidad Foral de;1969M07;366
15 Navarra, Comunidad Foral de;1969M06;317
15 Navarra, Comunidad Foral de;1969M05;335
15 Navarra, Comunidad Foral de;1969M04;321
15 Navarra, Comunidad Foral de;1969M03;329
15 Navarra, Comunidad Foral de;1969M02;354
15 Navarra, Comunidad Foral de;1969M01;381
15 Navarra, Comunidad Foral de;1968M12;392
15 Navarra, Comunidad Foral de;1968M11;329
15 Navarra, Comunidad Foral de;1968M10;263
15 Navarra, Comunidad Foral de;1968M09;254
15 Navarra, Comunidad Foral de;1968M08;283
15 Navarra, Comunidad Foral de;1968M07;302
15 Navarra, Comunidad Foral de;1968M06;295
15 Navarra, Comunidad Foral de;1968M05;305
15 Navarra, Comunidad Foral de;1968M04;326
15 Navarra, Comunidad Foral de;1968M03;445
15 Navarra, Comunidad Foral de;1968M02;482
15 Navarra, Comunidad Foral de;1968M01;360
15 Navarra, Comunidad Foral de;1967M12;407
15 Navarra, Comunidad Foral de;1967M11;299
15 Navarra, Comunidad Foral de;1967M10;249
15 Navarra, Comunidad Foral de;1967M09;262
15 Navarra, Comunidad Foral de;1967M08;308
15 Navarra, Comunidad Foral de;1967M07;278
15 Navarra, Comunidad Foral de;1967M06;292
15 Navarra, Comunidad Foral de;1967M05;421
15 Navarra, Comunidad Foral de;1967M04;331
15 Navarra, Comunidad Foral de;1967M03;314
15 Navarra, Comunidad Foral de;1967M02;348
15 Navarra, Comunidad Foral de;1967M01;380
15 Navarra, Comunidad Foral de;1966M12;338
15 Navarra, Comunidad Foral de;1966M11;344
15 Navarra, Comunidad Foral de;1966M10;301
15 Navarra, Comunidad Foral de;1966M09;258
15 Navarra, Comunidad Foral de;1966M08;279
15 Navarra, Comunidad Foral de;1966M07;297
15 Navarra, Comunidad Foral de;1966M06;295
15 Navarra, Comunidad Foral de;1966M05;314
15 Navarra, Comunidad Foral de;1966M04;316
15 Navarra, Comunidad Foral de;1966M03;361
15 Navarra, Comunidad Foral de;1966M02;315
15 Navarra, Comunidad Foral de;1966M01;345
15 Navarra, Comunidad Foral de;1965M12;339
15 Navarra, Comunidad Foral de;1965M11;343
15 Navarra, Comunidad Foral de;1965M10;298
15 Navarra, Comunidad Foral de;1965M09;246
15 Navarra, Comunidad Foral de;1965M08;227
15 Navarra, Comunidad Foral de;1965M07;269
15 Navarra, Comunidad Foral de;1965M06;292
15 Navarra, Comunidad Foral de;1965M05;301
15 Navarra, Comunidad Foral de;1965M04;350
15 Navarra, Comunidad Foral de;1965M03;377
15 Navarra, Comunidad Foral de;1965M02;326
15 Navarra, Comunidad Foral de;1965M01;451
15 Navarra, Comunidad Foral de;1964M12;332
15 Navarra, Comunidad Foral de;1964M11;303
15 Navarra, Comunidad Foral de;1964M10;275
15 Navarra, Comunidad Foral de;1964M09;261
15 Navarra, Comunidad Foral de;1964M08;272
15 Navarra, Comunidad Foral de;1964M07;312
15 Navarra, Comunidad Foral de;1964M06;241
15 Navarra, Comunidad Foral de;1964M05;289
15 Navarra, Comunidad Foral de;1964M04;349
15 Navarra, Comunidad Foral de;1964M03;402
15 Navarra, Comunidad Foral de;1964M02;364
15 Navarra, Comunidad Foral de;1964M01;458
15 Navarra, Comunidad Foral de;1963M12;359
15 Navarra, Comunidad Foral de;1963M11;279
15 Navarra, Comunidad Foral de;1963M10;273
15 Navarra, Comunidad Foral de;1963M09;298
15 Navarra, Comunidad Foral de;1963M08;268
15 Navarra, Comunidad Foral de;1963M07;265
15 Navarra, Comunidad Foral de;1963M06;263
15 Navarra, Comunidad Foral de;1963M05;271
15 Navarra, Comunidad Foral de;1963M04;348
15 Navarra, Comunidad Foral de;1963M03;386
15 Navarra, Comunidad Foral de;1963M02;444
15 Navarra, Comunidad Foral de;1963M01;536
15 Navarra, Comunidad Foral de;1962M12;406
15 Navarra, Comunidad Foral de;1962M11;295
15 Navarra, Comunidad Foral de;1962M10;285
15 Navarra, Comunidad Foral de;1962M09;254
15 Navarra, Comunidad Foral de;1962M08;275
15 Navarra, Comunidad Foral de;1962M07;254
15 Navarra, Comunidad Foral de;1962M06;267
15 Navarra, Comunidad Foral de;1962M05;293
15 Navarra, Comunidad Foral de;1962M04;314
15 Navarra, Comunidad Foral de;1962M03;382
15 Navarra, Comunidad Foral de;1962M02;372
15 Navarra, Comunidad Foral de;1962M01;457
15 Navarra, Comunidad Foral de;1961M12;356
15 Navarra, Comunidad Foral de;1961M11;336
15 Navarra, Comunidad Foral de;1961M10;257
15 Navarra, Comunidad Foral de;1961M09;245
15 Navarra, Comunidad Foral de;1961M08;276
15 Navarra, Comunidad Foral de;1961M07;270
15 Navarra, Comunidad Foral de;1961M06;272
15 Navarra, Comunidad Foral de;1961M05;278
15 Navarra, Comunidad Foral de;1961M04;290
15 Navarra, Comunidad Foral de;1961M03;311
15 Navarra, Comunidad Foral de;1961M02;342
15 Navarra, Comunidad Foral de;1961M01;403
15 Navarra, Comunidad Foral de;1960M12;394
15 Navarra, Comunidad Foral de;1960M11;294
15 Navarra, Comunidad Foral de;1960M10;288
15 Navarra, Comunidad Foral de;1960M09;239
15 Navarra, Comunidad Foral de;1960M08;266
15 Navarra, Comunidad Foral de;1960M07;229
15 Navarra, Comunidad Foral de;1960M06;242
15 Navarra, Comunidad Foral de;1960M05;286
15 Navarra, Comunidad Foral de;1960M04;264
15 Navarra, Comunidad Foral de;1960M03;334
15 Navarra, Comunidad Foral de;1960M02;426
15 Navarra, Comunidad Foral de;1960M01;391
15 Navarra, Comunidad Foral de;1959M12;329
15 Navarra, Comunidad Foral de;1959M11;285
15 Navarra, Comunidad Foral de;1959M10;298
15 Navarra, Comunidad Foral de;1959M09;262
15 Navarra, Comunidad Foral de;1959M08;247
15 Navarra, Comunidad Foral de;1959M07;264
15 Navarra, Comunidad Foral de;1959M06;266
15 Navarra, Comunidad Foral de;1959M05;291
15 Navarra, Comunidad Foral de;1959M04;377
15 Navarra, Comunidad Foral de;1959M03;307
15 Navarra, Comunidad Foral de;1959M02;346
15 Navarra, Comunidad Foral de;1959M01;379
15 Navarra, Comunidad Foral de;1958M12;326
15 Navarra, Comunidad Foral de;1958M11;282
15 Navarra, Comunidad Foral de;1958M10;275
15 Navarra, Comunidad Foral de;1958M09;242
15 Navarra, Comunidad Foral de;1958M08;254
15 Navarra, Comunidad Foral de;1958M07;249
15 Navarra, Comunidad Foral de;1958M06;219
15 Navarra, Comunidad Foral de;1958M05;287
15 Navarra, Comunidad Foral de;1958M04;272
15 Navarra, Comunidad Foral de;1958M03;326
15 Navarra, Comunidad Foral de;1958M02;300
15 Navarra, Comunidad Foral de;1958M01;414
15 Navarra, Comunidad Foral de;1957M12;380
15 Navarra, Comunidad Foral de;1957M11;345
15 Navarra, Comunidad Foral de;1957M10;449
15 Navarra, Comunidad Foral de;1957M09;266
15 Navarra, Comunidad Foral de;1957M08;285
15 Navarra, Comunidad Foral de;1957M07;289
15 Navarra, Comunidad Foral de;1957M06;259
15 Navarra, Comunidad Foral de;1957M05;307
15 Navarra, Comunidad Foral de;1957M04;322
15 Navarra, Comunidad Foral de;1957M03;357
15 Navarra, Comunidad Foral de;1957M02;361
15 Navarra, Comunidad Foral de;1957M01;408
15 Navarra, Comunidad Foral de;1956M12;383
15 Navarra, Comunidad Foral de;1956M11;315
15 Navarra, Comunidad Foral de;1956M10;274
15 Navarra, Comunidad Foral de;1956M09;267
15 Navarra, Comunidad Foral de;1956M08;228
15 Navarra, Comunidad Foral de;1956M07;290
15 Navarra, Comunidad Foral de;1956M06;300
15 Navarra, Comunidad Foral de;1956M05;312
15 Navarra, Comunidad Foral de;1956M04;302
15 Navarra, Comunidad Foral de;1956M03;398
15 Navarra, Comunidad Foral de;1956M02;448
15 Navarra, Comunidad Foral de;1956M01;367
15 Navarra, Comunidad Foral de;1955M12;363
15 Navarra, Comunidad Foral de;1955M11;297
15 Navarra, Comunidad Foral de;1955M10;296
15 Navarra, Comunidad Foral de;1955M09;259
15 Navarra, Comunidad Foral de;1955M08;285
15 Navarra, Comunidad Foral de;1955M07;261
15 Navarra, Comunidad Foral de;1955M06;261
15 Navarra, Comunidad Foral de;1955M05;261
15 Navarra, Comunidad Foral de;1955M04;333
15 Navarra, Comunidad Foral de;1955M03;486
15 Navarra, Comunidad Foral de;1955M02;395
15 Navarra, Comunidad Foral de;1955M01;430
15 Navarra, Comunidad Foral de;1954M12;348
15 Navarra, Comunidad Foral de;1954M11;298
15 Navarra, Comunidad Foral de;1954M10;262
15 Navarra, Comunidad Foral de;1954M09;265
15 Navarra, Comunidad Foral de;1954M08;277
15 Navarra, Comunidad Foral de;1954M07;292
15 Navarra, Comunidad Foral de;1954M06;248
15 Navarra, Comunidad Foral de;1954M05;321
15 Navarra, Comunidad Foral de;1954M04;335
15 Navarra, Comunidad Foral de;1954M03;343
15 Navarra, Comunidad Foral de;1954M02;370
15 Navarra, Comunidad Foral de;1954M01;353
15 Navarra, Comunidad Foral de;1953M12;330
15 Navarra, Comunidad Foral de;1953M11;284
15 Navarra, Comunidad Foral de;1953M10;289
15 Navarra, Comunidad Foral de;1953M09;294
15 Navarra, Comunidad Foral de;1953M08;270
15 Navarra, Comunidad Foral de;1953M07;260
15 Navarra, Comunidad Foral de;1953M06;248
15 Navarra, Comunidad Foral de;1953M05;298
15 Navarra, Comunidad Foral de;1953M04;322
15 Navarra, Comunidad Foral de;1953M03;435
15 Navarra, Comunidad Foral de;1953M02;428
15 Navarra, Comunidad Foral de;1953M01;422
15 Navarra, Comunidad Foral de;1952M12;332
15 Navarra, Comunidad Foral de;1952M11;285
15 Navarra, Comunidad Foral de;1952M10;273
15 Navarra, Comunidad Foral de;1952M09;278
15 Navarra, Comunidad Foral de;1952M08;287
15 Navarra, Comunidad Foral de;1952M07;245
15 Navarra, Comunidad Foral de;1952M06;264
15 Navarra, Comunidad Foral de;1952M05;286
15 Navarra, Comunidad Foral de;1952M04;336
15 Navarra, Comunidad Foral de;1952M03;384
15 Navarra, Comunidad Foral de;1952M02;391
15 Navarra, Comunidad Foral de;1952M01;388
15 Navarra, Comunidad Foral de;1951M12;371
15 Navarra, Comunidad Foral de;1951M11;312
15 Navarra, Comunidad Foral de;1951M10;308
15 Navarra, Comunidad Foral de;1951M09;279
15 Navarra, Comunidad Foral de;1951M08;260
15 Navarra, Comunidad Foral de;1951M07;293
15 Navarra, Comunidad Foral de;1951M06;280
15 Navarra, Comunidad Foral de;1951M05;358
15 Navarra, Comunidad Foral de;1951M04;316
15 Navarra, Comunidad Foral de;1951M03;453
15 Navarra, Comunidad Foral de;1951M02;465
15 Navarra, Comunidad Foral de;1951M01;816
15 Navarra, Comunidad Foral de;1950M12;375
15 Navarra, Comunidad Foral de;1950M11;284
15 Navarra, Comunidad Foral de;1950M10;308
15 Navarra, Comunidad Foral de;1950M09;291
15 Navarra, Comunidad Foral de;1950M08;312
15 Navarra, Comunidad Foral de;1950M07;335
15 Navarra, Comunidad Foral de;1950M06;326
15 Navarra, Comunidad Foral de;1950M05;339
15 Navarra, Comunidad Foral de;1950M04;304
15 Navarra, Comunidad Foral de;1950M03;354
15 Navarra, Comunidad Foral de;1950M02;330
15 Navarra, Comunidad Foral de;1950M01;413
15 Navarra, Comunidad Foral de;1949M12;368
15 Navarra, Comunidad Foral de;1949M11;360
15 Navarra, Comunidad Foral de;1949M10;313
15 Navarra, Comunidad Foral de;1949M09;340
15 Navarra, Comunidad Foral de;1949M08;352
15 Navarra, Comunidad Foral de;1949M07;332
15 Navarra, Comunidad Foral de;1949M06;327
15 Navarra, Comunidad Foral de;1949M05;319
15 Navarra, Comunidad Foral de;1949M04;385
15 Navarra, Comunidad Foral de;1949M03;410
15 Navarra, Comunidad Foral de;1949M02;441
15 Navarra, Comunidad Foral de;1949M01;377
15 Navarra, Comunidad Foral de;1948M12;371
15 Navarra, Comunidad Foral de;1948M11;351
15 Navarra, Comunidad Foral de;1948M10;274
15 Navarra, Comunidad Foral de;1948M09;280
15 Navarra, Comunidad Foral de;1948M08;287
15 Navarra, Comunidad Foral de;1948M07;293
15 Navarra, Comunidad Foral de;1948M06;319
15 Navarra, Comunidad Foral de;1948M05;313
15 Navarra, Comunidad Foral de;1948M04;299
15 Navarra, Comunidad Foral de;1948M03;376
15 Navarra, Comunidad Foral de;1948M02;382
15 Navarra, Comunidad Foral de;1948M01;408
15 Navarra, Comunidad Foral de;1947M12;577
15 Navarra, Comunidad Foral de;1947M11;328
15 Navarra, Comunidad Foral de;1947M10;336
15 Navarra, Comunidad Foral de;1947M09;297
15 Navarra, Comunidad Foral de;1947M08;334
15 Navarra, Comunidad Foral de;1947M07;332
15 Navarra, Comunidad Foral de;1947M06;323
15 Navarra, Comunidad Foral de;1947M05;357
15 Navarra, Comunidad Foral de;1947M04;360
15 Navarra, Comunidad Foral de;1947M03;407
15 Navarra, Comunidad Foral de;1947M02;497
15 Navarra, Comunidad Foral de;1947M01;511
15 Navarra, Comunidad Foral de;1946M12;465
15 Navarra, Comunidad Foral de;1946M11;408
15 Navarra, Comunidad Foral de;1946M10;343
15 Navarra, Comunidad Foral de;1946M09;321
15 Navarra, Comunidad Foral de;1946M08;373
15 Navarra, Comunidad Foral de;1946M07;405
15 Navarra, Comunidad Foral de;1946M06;343
15 Navarra, Comunidad Foral de;1946M05;396
15 Navarra, Comunidad Foral de;1946M04;304
15 Navarra, Comunidad Foral de;1946M03;435
15 Navarra, Comunidad Foral de;1946M02;402
15 Navarra, Comunidad Foral de;1946M01;476
15 Navarra, Comunidad Foral de;1945M12;452
15 Navarra, Comunidad Foral de;1945M11;348
15 Navarra, Comunidad Foral de;1945M10;365
15 Navarra, Comunidad Foral de;1945M09;372
15 Navarra, Comunidad Foral de;1945M08;335
15 Navarra, Comunidad Foral de;1945M07;401
15 Navarra, Comunidad Foral de;1945M06;321
15 Navarra, Comunidad Foral de;1945M05;380
15 Navarra, Comunidad Foral de;1945M04;363
15 Navarra, Comunidad Foral de;1945M03;422
15 Navarra, Comunidad Foral de;1945M02;448
15 Navarra, Comunidad Foral de;1945M01;513
15 Navarra, Comunidad Foral de;1944M12;334
15 Navarra, Comunidad Foral de;1944M11;378
15 Navarra, Comunidad Foral de;1944M10;417
15 Navarra, Comunidad Foral de;1944M09;407
15 Navarra, Comunidad Foral de;1944M08;417
15 Navarra, Comunidad Foral de;1944M07;387
15 Navarra, Comunidad Foral de;1944M06;360
15 Navarra, Comunidad Foral de;1944M05;357
15 Navarra, Comunidad Foral de;1944M04;341
15 Navarra, Comunidad Foral de;1944M03;491
15 Navarra, Comunidad Foral de;1944M02;446
15 Navarra, Comunidad Foral de;1944M01;586
15 Navarra, Comunidad Foral de;1943M12;586
15 Navarra, Comunidad Foral de;1943M11;394
15 Navarra, Comunidad Foral de;1943M10;378
15 Navarra, Comunidad Foral de;1943M09;355
15 Navarra, Comunidad Foral de;1943M08;395
15 Navarra, Comunidad Foral de;1943M07;387
15 Navarra, Comunidad Foral de;1943M06;323
15 Navarra, Comunidad Foral de;1943M05;354
15 Navarra, Comunidad Foral de;1943M04;327
15 Navarra, Comunidad Foral de;1943M03;432
15 Navarra, Comunidad Foral de;1943M02;416
15 Navarra, Comunidad Foral de;1943M01;423
15 Navarra, Comunidad Foral de;1942M12;458
15 Navarra, Comunidad Foral de;1942M11;383
15 Navarra, Comunidad Foral de;1942M10;390
15 Navarra, Comunidad Foral de;1942M09;390
15 Navarra, Comunidad Foral de;1942M08;389
15 Navarra, Comunidad Foral de;1942M07;371
15 Navarra, Comunidad Foral de;1942M06;338
