Comunidades y Ciudades Autónomas;Periodo;Total
15 Navarra, Comunidad Foral de;1942M05;359
15 Navarra, Comunidad Foral de;1942M04;361
15 Navarra, Comunidad Foral de;1942M03;530
15 Navarra, Comunidad Foral de;1942M02;480
15 Navarra, Comunidad Foral de;1942M01;567
15 Navarra, Comunidad Foral de;1941M12;445
15 Navarra, Comunidad Foral de;1941M11;457
15 Navarra, Comunidad Foral de;1941M10;449
15 Navarra, Comunidad Foral de;1941M09;465
15 Navarra, Comunidad Foral de;1941M08;417
15 Navarra, Comunidad Foral de;1941M07;370
15 Navarra, Comunidad Foral de;1941M06;386
15 Navarra, Comunidad Foral de;1941M05;441
15 Navarra, Comunidad Foral de;1941M04;518
15 Navarra, Comunidad Foral de;1941M03;528
15 Navarra, Comunidad Foral de;1941M02;480
15 Navarra, Comunidad Foral de;1941M01;602
16 País Vasco;1974M12;187
16 País Vasco;1974M11;1177
16 País Vasco;1974M10;1258
16 País Vasco;1974M09;1042
16 País Vasco;1974M08;1035
16 País Vasco;1974M07;1098
16 País Vasco;1974M06;1065
16 País Vasco;1974M05;1123
16 País Vasco;1974M04;1178
16 País Vasco;1974M03;128
16 País Vasco;1974M02;116
16 País Vasco;1974M01;1436
16 País Vasco;1973M12;1359
16 País Vasco;1973M11;119
16 País Vasco;1973M10;1147
16 País Vasco;1973M09;996
16 País Vasco;1973M08;101
16 País Vasco;1973M07;1032
16 País Vasco;1973M06;1098
16 País Vasco;1973M05;1094
16 País Vasco;1973M04;1242
16 País Vasco;1973M03;1332
16 País Vasco;1973M02;1281
16 País Vasco;1973M01;197
16 País Vasco;1972M12;1284
16 País Vasco;1972M11;1069
16 País Vasco;1972M10;1082
16 País Vasco;1972M09;1041
16 País Vasco;1972M08;1013
16 País Vasco;1972M07;1008
16 País Vasco;1972M06;1017
16 País Vasco;1972M05;1195
16 País Vasco;1972M04;1129
16 País Vasco;1972M03;1245
16 País Vasco;1972M02;1193
16 País Vasco;1972M01;1441
16 País Vasco;1971M12;1441
16 País Vasco;1971M11;1498
16 País Vasco;1971M10;1123
16 País Vasco;1971M09;972
16 País Vasco;1971M08;113
16 País Vasco;1971M07;1179
16 País Vasco;1971M06;1116
16 País Vasco;1971M05;1065
16 País Vasco;1971M04;1166
16 País Vasco;1971M03;1345
16 País Vasco;1971M02;1084
16 País Vasco;1971M01;1667
16 País Vasco;1970M12;1296
16 País Vasco;1970M11;1109
16 País Vasco;1970M10;1126
16 País Vasco;1970M09;915
16 País Vasco;1970M08;1048
16 País Vasco;1970M07;102
16 País Vasco;1970M06;992
16 País Vasco;1970M05;1067
16 País Vasco;1970M04;1171
16 País Vasco;1970M03;1319
16 País Vasco;1970M02;1159
16 País Vasco;1970M01;1447
16 País Vasco;1969M12;1439
16 País Vasco;1969M11;1276
16 País Vasco;1969M10;1293
16 País Vasco;1969M09;1084
16 País Vasco;1969M08;907
16 País Vasco;1969M07;1144
16 País Vasco;1969M06;1043
16 País Vasco;1969M05;1149
16 País Vasco;1969M04;1127
16 País Vasco;1969M03;1173
16 País Vasco;1969M02;1142
16 País Vasco;1969M01;131
16 País Vasco;1968M12;1164
16 País Vasco;1968M11;1058
16 País Vasco;1968M10;956
16 País Vasco;1968M09;889
16 País Vasco;1968M08;940
16 País Vasco;1968M07;848
16 País Vasco;1968M06;942
16 País Vasco;1968M05;102
16 País Vasco;1968M04;1111
16 País Vasco;1968M03;1315
16 País Vasco;1968M02;1639
16 País Vasco;1968M01;1304
16 País Vasco;1967M12;1226
16 País Vasco;1967M11;1011
16 País Vasco;1967M10;932
16 País Vasco;1967M09;920
16 País Vasco;1967M08;999
16 País Vasco;1967M07;911
16 País Vasco;1967M06;918
16 País Vasco;1967M05;1161
16 País Vasco;1967M04;1221
16 País Vasco;1967M03;1023
16 País Vasco;1967M02;1099
16 País Vasco;1967M01;1349
16 País Vasco;1966M12;1273
16 País Vasco;1966M11;1125
16 País Vasco;1966M10;945
16 País Vasco;1966M09;889
16 País Vasco;1966M08;958
16 País Vasco;1966M07;916
16 País Vasco;1966M06;937
16 País Vasco;1966M05;1023
16 País Vasco;1966M04;1066
16 País Vasco;1966M03;1092
16 País Vasco;1966M02;951
16 País Vasco;1966M01;1174
16 País Vasco;1965M12;1188
16 País Vasco;1965M11;1005
16 País Vasco;1965M10;932
16 País Vasco;1965M09;852
16 País Vasco;1965M08;876
16 País Vasco;1965M07;839
16 País Vasco;1965M06;924
16 País Vasco;1965M05;1016
16 País Vasco;1965M04;940
16 País Vasco;1965M03;1254
16 País Vasco;1965M02;1009
16 País Vasco;1965M01;1211
16 País Vasco;1964M12;1238
16 País Vasco;1964M11;1168
16 País Vasco;1964M10;920
16 País Vasco;1964M09;839
16 País Vasco;1964M08;811
16 País Vasco;1964M07;894
16 País Vasco;1964M06;804
16 País Vasco;1964M05;837
16 País Vasco;1964M04;950
16 País Vasco;1964M03;1038
16 País Vasco;1964M02;1139
16 País Vasco;1964M01;1322
16 País Vasco;1963M12;1154
16 País Vasco;1963M11;907
16 País Vasco;1963M10;863
16 País Vasco;1963M09;775
16 País Vasco;1963M08;777
16 País Vasco;1963M07;809
16 País Vasco;1963M06;845
16 País Vasco;1963M05;101
16 País Vasco;1963M04;993
16 País Vasco;1963M03;1105
16 País Vasco;1963M02;1509
16 País Vasco;1963M01;1298
16 País Vasco;1962M12;133
16 País Vasco;1962M11;974
16 País Vasco;1962M10;823
16 País Vasco;1962M09;782
16 País Vasco;1962M08;752
16 País Vasco;1962M07;782
16 País Vasco;1962M06;806
16 País Vasco;1962M05;883
16 País Vasco;1962M04;1004
16 País Vasco;1962M03;1083
16 País Vasco;1962M02;1077
16 País Vasco;1962M01;1489
16 País Vasco;1961M12;1138
16 País Vasco;1961M11;985
16 País Vasco;1961M10;850
16 País Vasco;1961M09;814
16 País Vasco;1961M08;793
16 País Vasco;1961M07;779
16 País Vasco;1961M06;797
16 País Vasco;1961M05;859
16 País Vasco;1961M04;915
16 País Vasco;1961M03;983
16 País Vasco;1961M02;992
16 País Vasco;1961M01;1133
16 País Vasco;1960M12;1017
16 País Vasco;1960M11;881
16 País Vasco;1960M10;814
16 País Vasco;1960M09;740
16 País Vasco;1960M08;823
16 País Vasco;1960M07;762
16 País Vasco;1960M06;745
16 País Vasco;1960M05;858
16 País Vasco;1960M04;825
16 País Vasco;1960M03;979
16 País Vasco;1960M02;118
16 País Vasco;1960M01;1131
16 País Vasco;1959M12;874
16 País Vasco;1959M11;889
16 País Vasco;1959M10;771
16 País Vasco;1959M09;720
16 País Vasco;1959M08;734
16 País Vasco;1959M07;761
16 País Vasco;1959M06;831
16 País Vasco;1959M05;913
16 País Vasco;1959M04;970
16 País Vasco;1959M03;953
16 País Vasco;1959M02;938
16 País Vasco;1959M01;1092
16 País Vasco;1958M12;966
16 País Vasco;1958M11;862
16 País Vasco;1958M10;804
16 País Vasco;1958M09;722
16 País Vasco;1958M08;795
16 País Vasco;1958M07;750
16 País Vasco;1958M06;761
16 País Vasco;1958M05;834
16 País Vasco;1958M04;917
16 País Vasco;1958M03;965
16 País Vasco;1958M02;849
16 País Vasco;1958M01;1107
16 País Vasco;1957M12;1165
16 País Vasco;1957M11;995
16 País Vasco;1957M10;1573
16 País Vasco;1957M09;801
16 País Vasco;1957M08;743
16 País Vasco;1957M07;760
16 País Vasco;1957M06;773
16 País Vasco;1957M05;816
16 País Vasco;1957M04;841
16 País Vasco;1957M03;951
16 País Vasco;1957M02;1043
16 País Vasco;1957M01;1147
16 País Vasco;1956M12;1032
16 País Vasco;1956M11;994
16 País Vasco;1956M10;828
16 País Vasco;1956M09;742
16 País Vasco;1956M08;748
16 País Vasco;1956M07;711
16 País Vasco;1956M06;800
16 País Vasco;1956M05;900
16 País Vasco;1956M04;942
16 País Vasco;1956M03;102
16 País Vasco;1956M02;1245
16 País Vasco;1956M01;996
16 País Vasco;1955M12;926
16 País Vasco;1955M11;917
16 País Vasco;1955M10;822
16 País Vasco;1955M09;662
16 País Vasco;1955M08;771
16 País Vasco;1955M07;745
16 País Vasco;1955M06;709
16 País Vasco;1955M05;715
16 País Vasco;1955M04;902
16 País Vasco;1955M03;1208
16 País Vasco;1955M02;914
16 País Vasco;1955M01;1105
16 País Vasco;1954M12;902
16 País Vasco;1954M11;785
16 País Vasco;1954M10;734
16 País Vasco;1954M09;688
16 País Vasco;1954M08;707
16 País Vasco;1954M07;716
16 País Vasco;1954M06;685
16 País Vasco;1954M05;785
16 País Vasco;1954M04;856
16 País Vasco;1954M03;901
16 País Vasco;1954M02;1007
16 País Vasco;1954M01;928
16 País Vasco;1953M12;768
16 País Vasco;1953M11;777
16 País Vasco;1953M10;809
16 País Vasco;1953M09;682
16 País Vasco;1953M08;725
16 País Vasco;1953M07;642
16 País Vasco;1953M06;674
16 País Vasco;1953M05;772
16 País Vasco;1953M04;847
16 País Vasco;1953M03;1066
16 País Vasco;1953M02;1037
16 País Vasco;1953M01;1064
16 País Vasco;1952M12;891
16 País Vasco;1952M11;696
16 País Vasco;1952M10;730
16 País Vasco;1952M09;627
16 País Vasco;1952M08;628
16 País Vasco;1952M07;665
16 País Vasco;1952M06;661
16 País Vasco;1952M05;798
16 País Vasco;1952M04;737
16 País Vasco;1952M03;952
16 País Vasco;1952M02;993
16 País Vasco;1952M01;1088
16 País Vasco;1951M12;839
16 País Vasco;1951M11;813
16 País Vasco;1951M10;714
16 País Vasco;1951M09;609
16 País Vasco;1951M08;701
16 País Vasco;1951M07;742
16 País Vasco;1951M06;664
16 País Vasco;1951M05;845
16 País Vasco;1951M04;838
16 País Vasco;1951M03;1033
16 País Vasco;1951M02;1078
16 País Vasco;1951M01;2201
16 País Vasco;1950M12;1105
16 País Vasco;1950M11;775
16 País Vasco;1950M10;711
16 País Vasco;1950M09;752
16 País Vasco;1950M08;738
16 País Vasco;1950M07;754
16 País Vasco;1950M06;763
16 País Vasco;1950M05;865
16 País Vasco;1950M04;867
16 País Vasco;1950M03;943
16 País Vasco;1950M02;867
16 País Vasco;1950M01;956
16 País Vasco;1949M12;909
16 País Vasco;1949M11;844
16 País Vasco;1949M10;774
16 País Vasco;1949M09;762
16 País Vasco;1949M08;791
16 País Vasco;1949M07;777
16 País Vasco;1949M06;734
16 País Vasco;1949M05;850
16 País Vasco;1949M04;801
16 País Vasco;1949M03;1
16 País Vasco;1949M02;1023
16 País Vasco;1949M01;1122
16 País Vasco;1948M12;101
16 País Vasco;1948M11;862
16 País Vasco;1948M10;726
16 País Vasco;1948M09;732
16 País Vasco;1948M08;749
16 País Vasco;1948M07;751
16 País Vasco;1948M06;743
16 País Vasco;1948M05;779
16 País Vasco;1948M04;797
16 País Vasco;1948M03;957
16 País Vasco;1948M02;944
16 País Vasco;1948M01;937
16 País Vasco;1947M12;956
16 País Vasco;1947M11;832
16 País Vasco;1947M10;854
16 País Vasco;1947M09;770
16 País Vasco;1947M08;744
16 País Vasco;1947M07;744
16 País Vasco;1947M06;701
16 País Vasco;1947M05;804
16 País Vasco;1947M04;851
16 País Vasco;1947M03;986
16 País Vasco;1947M02;11
16 País Vasco;1947M01;107
16 País Vasco;1946M12;1044
16 País Vasco;1946M11;987
16 País Vasco;1946M10;777
16 País Vasco;1946M09;804
16 País Vasco;1946M08;730
16 País Vasco;1946M07;750
16 País Vasco;1946M06;725
16 País Vasco;1946M05;846
16 País Vasco;1946M04;814
16 País Vasco;1946M03;1028
16 País Vasco;1946M02;912
16 País Vasco;1946M01;1058
16 País Vasco;1945M12;995
16 País Vasco;1945M11;809
16 País Vasco;1945M10;865
16 País Vasco;1945M09;718
16 País Vasco;1945M08;812
16 País Vasco;1945M07;843
16 País Vasco;1945M06;707
16 País Vasco;1945M05;833
16 País Vasco;1945M04;909
16 País Vasco;1945M03;1042
16 País Vasco;1945M02;954
16 País Vasco;1945M01;1186
16 País Vasco;1944M12;947
16 País Vasco;1944M11;1032
16 País Vasco;1944M10;877
16 País Vasco;1944M09;818
16 País Vasco;1944M08;786
16 País Vasco;1944M07;751
16 País Vasco;1944M06;789
16 País Vasco;1944M05;875
16 País Vasco;1944M04;883
16 País Vasco;1944M03;122
16 País Vasco;1944M02;1116
16 País Vasco;1944M01;139
16 País Vasco;1943M12;1437
16 País Vasco;1943M11;967
16 País Vasco;1943M10;841
16 País Vasco;1943M09;816
16 País Vasco;1943M08;845
16 País Vasco;1943M07;823
16 País Vasco;1943M06;767
16 País Vasco;1943M05;789
16 País Vasco;1943M04;865
16 País Vasco;1943M03;1038
16 País Vasco;1943M02;934
16 País Vasco;1943M01;982
16 País Vasco;1942M12;1228
16 País Vasco;1942M11;988
16 País Vasco;1942M10;919
16 País Vasco;1942M09;878
16 País Vasco;1942M08;867
16 País Vasco;1942M07;909
16 País Vasco;1942M06;847
16 País Vasco;1942M05;949
16 País Vasco;1942M04;1022
16 País Vasco;1942M03;1428
16 País Vasco;1942M02;1476
16 País Vasco;1942M01;1443
16 País Vasco;1941M12;1279
16 País Vasco;1941M11;1332
16 País Vasco;1941M10;104
16 País Vasco;1941M09;1062
16 País Vasco;1941M08;1029
16 País Vasco;1941M07;890
16 País Vasco;1941M06;977
16 País Vasco;1941M05;1094
16 País Vasco;1941M04;1166
16 País Vasco;1941M03;122
16 País Vasco;1941M02;1167
16 País Vasco;1941M01;1542
17 Rioja, La;1974M12;251
17 Rioja, La;1974M11;201
17 Rioja, La;1974M10;179
17 Rioja, La;1974M09;173
17 Rioja, La;1974M08;158
17 Rioja, La;1974M07;160
17 Rioja, La;1974M06;143
17 Rioja, La;1974M05;192
17 Rioja, La;1974M04;175
17 Rioja, La;1974M03;190
17 Rioja, La;1974M02;169
17 Rioja, La;1974M01;223
17 Rioja, La;1973M12;218
17 Rioja, La;1973M11;190
17 Rioja, La;1973M10;163
17 Rioja, La;1973M09;170
17 Rioja, La;1973M08;191
17 Rioja, La;1973M07;177
17 Rioja, La;1973M06;145
17 Rioja, La;1973M05;145
17 Rioja, La;1973M04;197
17 Rioja, La;1973M03;222
17 Rioja, La;1973M02;217
17 Rioja, La;1973M01;370
17 Rioja, La;1972M12;259
17 Rioja, La;1972M11;179
17 Rioja, La;1972M10;156
17 Rioja, La;1972M09;143
17 Rioja, La;1972M08;153
17 Rioja, La;1972M07;171
17 Rioja, La;1972M06;165
17 Rioja, La;1972M05;175
17 Rioja, La;1972M04;163
17 Rioja, La;1972M03;194
17 Rioja, La;1972M02;229
17 Rioja, La;1972M01;231
17 Rioja, La;1971M12;295
17 Rioja, La;1971M11;253
17 Rioja, La;1971M10;175
17 Rioja, La;1971M09;163
17 Rioja, La;1971M08;133
17 Rioja, La;1971M07;161
17 Rioja, La;1971M06;154
17 Rioja, La;1971M05;156
17 Rioja, La;1971M04;199
17 Rioja, La;1971M03;222
17 Rioja, La;1971M02;161
17 Rioja, La;1971M01;256
17 Rioja, La;1970M12;195
17 Rioja, La;1970M11;192
17 Rioja, La;1970M10;190
17 Rioja, La;1970M09;182
17 Rioja, La;1970M08;156
17 Rioja, La;1970M07;160
17 Rioja, La;1970M06;156
17 Rioja, La;1970M05;171
17 Rioja, La;1970M04;176
17 Rioja, La;1970M03;220
17 Rioja, La;1970M02;158
17 Rioja, La;1970M01;239
17 Rioja, La;1969M12;235
17 Rioja, La;1969M11;220
17 Rioja, La;1969M10;243
17 Rioja, La;1969M09;175
17 Rioja, La;1969M08;173
17 Rioja, La;1969M07;172
17 Rioja, La;1969M06;136
17 Rioja, La;1969M05;175
17 Rioja, La;1969M04;149
17 Rioja, La;1969M03;191
17 Rioja, La;1969M02;210
17 Rioja, La;1969M01;212
17 Rioja, La;1968M12;194
17 Rioja, La;1968M11;169
17 Rioja, La;1968M10;135
17 Rioja, La;1968M09;133
17 Rioja, La;1968M08;124
17 Rioja, La;1968M07;175
17 Rioja, La;1968M06;144
17 Rioja, La;1968M05;177
17 Rioja, La;1968M04;181
17 Rioja, La;1968M03;250
17 Rioja, La;1968M02;290
17 Rioja, La;1968M01;201
17 Rioja, La;1967M12;239
17 Rioja, La;1967M11;164
17 Rioja, La;1967M10;136
17 Rioja, La;1967M09;143
17 Rioja, La;1967M08;151
17 Rioja, La;1967M07;155
17 Rioja, La;1967M06;170
17 Rioja, La;1967M05;176
17 Rioja, La;1967M04;171
17 Rioja, La;1967M03;189
17 Rioja, La;1967M02;206
17 Rioja, La;1967M01;250
17 Rioja, La;1966M12;239
17 Rioja, La;1966M11;246
17 Rioja, La;1966M10;157
17 Rioja, La;1966M09;182
17 Rioja, La;1966M08;159
17 Rioja, La;1966M07;154
17 Rioja, La;1966M06;168
17 Rioja, La;1966M05;219
17 Rioja, La;1966M04;190
17 Rioja, La;1966M03;185
17 Rioja, La;1966M02;172
17 Rioja, La;1966M01;205
17 Rioja, La;1965M12;229
17 Rioja, La;1965M11;201
17 Rioja, La;1965M10;160
17 Rioja, La;1965M09;160
17 Rioja, La;1965M08;140
17 Rioja, La;1965M07;160
17 Rioja, La;1965M06;171
17 Rioja, La;1965M05;196
17 Rioja, La;1965M04;207
17 Rioja, La;1965M03;222
17 Rioja, La;1965M02;203
17 Rioja, La;1965M01;208
17 Rioja, La;1964M12;233
17 Rioja, La;1964M11;203
17 Rioja, La;1964M10;168
17 Rioja, La;1964M09;172
17 Rioja, La;1964M08;146
17 Rioja, La;1964M07;163
17 Rioja, La;1964M06;157
17 Rioja, La;1964M05;186
17 Rioja, La;1964M04;204
17 Rioja, La;1964M03;212
17 Rioja, La;1964M02;237
17 Rioja, La;1964M01;277
17 Rioja, La;1963M12;225
17 Rioja, La;1963M11;157
17 Rioja, La;1963M10;162
17 Rioja, La;1963M09;163
17 Rioja, La;1963M08;135
17 Rioja, La;1963M07;149
17 Rioja, La;1963M06;159
17 Rioja, La;1963M05;167
17 Rioja, La;1963M04;192
17 Rioja, La;1963M03;206
17 Rioja, La;1963M02;335
17 Rioja, La;1963M01;294
17 Rioja, La;1962M12;227
17 Rioja, La;1962M11;175
17 Rioja, La;1962M10;136
17 Rioja, La;1962M09;146
17 Rioja, La;1962M08;160
17 Rioja, La;1962M07;144
17 Rioja, La;1962M06;167
17 Rioja, La;1962M05;141
17 Rioja, La;1962M04;164
17 Rioja, La;1962M03;230
17 Rioja, La;1962M02;232
17 Rioja, La;1962M01;329
17 Rioja, La;1961M12;199
17 Rioja, La;1961M11;203
17 Rioja, La;1961M10;140
17 Rioja, La;1961M09;134
17 Rioja, La;1961M08;123
17 Rioja, La;1961M07;149
17 Rioja, La;1961M06;154
17 Rioja, La;1961M05;156
17 Rioja, La;1961M04;176
17 Rioja, La;1961M03;217
17 Rioja, La;1961M02;178
17 Rioja, La;1961M01;255
17 Rioja, La;1960M12;227
17 Rioja, La;1960M11;183
17 Rioja, La;1960M10;181
17 Rioja, La;1960M09;131
17 Rioja, La;1960M08;157
17 Rioja, La;1960M07;150
17 Rioja, La;1960M06;148
17 Rioja, La;1960M05;171
17 Rioja, La;1960M04;159
17 Rioja, La;1960M03;211
17 Rioja, La;1960M02;192
17 Rioja, La;1960M01;217
17 Rioja, La;1959M12;210
17 Rioja, La;1959M11;177
17 Rioja, La;1959M10;149
17 Rioja, La;1959M09;133
17 Rioja, La;1959M08;163
17 Rioja, La;1959M07;169
17 Rioja, La;1959M06;162
17 Rioja, La;1959M05;176
17 Rioja, La;1959M04;213
17 Rioja, La;1959M03;213
17 Rioja, La;1959M02;198
17 Rioja, La;1959M01;236
17 Rioja, La;1958M12;204
17 Rioja, La;1958M11;178
17 Rioja, La;1958M10;150
17 Rioja, La;1958M09;181
17 Rioja, La;1958M08;153
17 Rioja, La;1958M07;136
17 Rioja, La;1958M06;133
17 Rioja, La;1958M05;155
17 Rioja, La;1958M04;176
17 Rioja, La;1958M03;198
17 Rioja, La;1958M02;172
17 Rioja, La;1958M01;254
17 Rioja, La;1957M12;235
17 Rioja, La;1957M11;231
17 Rioja, La;1957M10;225
17 Rioja, La;1957M09;170
17 Rioja, La;1957M08;144
17 Rioja, La;1957M07;161
17 Rioja, La;1957M06;173
17 Rioja, La;1957M05;143
17 Rioja, La;1957M04;163
17 Rioja, La;1957M03;212
17 Rioja, La;1957M02;269
17 Rioja, La;1957M01;252
17 Rioja, La;1956M12;254
17 Rioja, La;1956M11;203
17 Rioja, La;1956M10;184
17 Rioja, La;1956M09;149
17 Rioja, La;1956M08;166
17 Rioja, La;1956M07;153
17 Rioja, La;1956M06;148
17 Rioja, La;1956M05;210
17 Rioja, La;1956M04;170
17 Rioja, La;1956M03;274
17 Rioja, La;1956M02;297
17 Rioja, La;1956M01;236
17 Rioja, La;1955M12;230
17 Rioja, La;1955M11;198
17 Rioja, La;1955M10;180
17 Rioja, La;1955M09;204
17 Rioja, La;1955M08;177
17 Rioja, La;1955M07;146
17 Rioja, La;1955M06;152
17 Rioja, La;1955M05;154
17 Rioja, La;1955M04;219
17 Rioja, La;1955M03;265
17 Rioja, La;1955M02;226
17 Rioja, La;1955M01;229
17 Rioja, La;1954M12;177
17 Rioja, La;1954M11;189
17 Rioja, La;1954M10;173
17 Rioja, La;1954M09;151
17 Rioja, La;1954M08;177
17 Rioja, La;1954M07;168
17 Rioja, La;1954M06;141
17 Rioja, La;1954M05;191
17 Rioja, La;1954M04;175
17 Rioja, La;1954M03;172
17 Rioja, La;1954M02;235
17 Rioja, La;1954M01;240
17 Rioja, La;1953M12;175
17 Rioja, La;1953M11;184
17 Rioja, La;1953M10;178
17 Rioja, La;1953M09;194
17 Rioja, La;1953M08;160
17 Rioja, La;1953M07;137
17 Rioja, La;1953M06;141
17 Rioja, La;1953M05;152
17 Rioja, La;1953M04;188
17 Rioja, La;1953M03;284
17 Rioja, La;1953M02;276
17 Rioja, La;1953M01;288
17 Rioja, La;1952M12;218
17 Rioja, La;1952M11;177
17 Rioja, La;1952M10;140
17 Rioja, La;1952M09;159
17 Rioja, La;1952M08;150
17 Rioja, La;1952M07;165
17 Rioja, La;1952M06;143
17 Rioja, La;1952M05;176
17 Rioja, La;1952M04;200
17 Rioja, La;1952M03;234
17 Rioja, La;1952M02;245
17 Rioja, La;1952M01;201
17 Rioja, La;1951M12;181
17 Rioja, La;1951M11;180
17 Rioja, La;1951M10;172
17 Rioja, La;1951M09;165
17 Rioja, La;1951M08;179
17 Rioja, La;1951M07;162
17 Rioja, La;1951M06;177
17 Rioja, La;1951M05;203
17 Rioja, La;1951M04;173
17 Rioja, La;1951M03;239
17 Rioja, La;1951M02;321
17 Rioja, La;1951M01;494
17 Rioja, La;1950M12;259
17 Rioja, La;1950M11;204
17 Rioja, La;1950M10;173
17 Rioja, La;1950M09;168
17 Rioja, La;1950M08;195
17 Rioja, La;1950M07;176
17 Rioja, La;1950M06;170
17 Rioja, La;1950M05;217
17 Rioja, La;1950M04;191
17 Rioja, La;1950M03;215
17 Rioja, La;1950M02;216
17 Rioja, La;1950M01;251
17 Rioja, La;1949M12;231
17 Rioja, La;1949M11;221
17 Rioja, La;1949M10;209
17 Rioja, La;1949M09;227
17 Rioja, La;1949M08;244
17 Rioja, La;1949M07;166
17 Rioja, La;1949M06;194
17 Rioja, La;1949M05;210
